date,"United States","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
1983-01-01,18.829583293527797,15.775695292646379,28.68285546639118,18.213613270438618,14.278894754554145,21.618298194381545,20.575283365295704,20.78829456618059,19.537648063327957,20.96234245460007,15.883599407300473,16.460813791271953,19.783841897715696,16.913401401292486,21.3863266364695,17.950523117483144,17.36085315354204,18.314593672452922,17.414635890401694,17.950562220280105,15.79664175036641,21.141534771266574,19.58145872991442,20.552399979989115,19.306445116420875,15.33782072598616,17.46670415709368,17.307326513219767,16.15557960792824,19.519881520048624,17.390322949690514,20.576070777782494,17.794586948265774,20.419104919433597,15.520195635367132,16.90360057984381,19.382395871664592,18.288128792337368,19.91867053782882,19.47925355330758,17.339371523158366,14.670943735709319,14.934164856251888,15.828268092550134,18.275299057522833,18.165683793760536,16.388544805406948,18.133427468021903,21.71230196106645,17.649287864697342,18.695904650603705,19.42183639894937
1984-01-01,19.00697808290744,15.866619003272316,28.48685617721061,18.07722038540258,14.669421776796606,21.80943432249279,21.101950570862666,21.521917790644313,18.240568645306315,20.79430238420112,16.28973279667048,16.404921133521903,19.47431439218418,16.31019961231827,20.855760105138955,18.38504851728908,16.86531551591027,18.336188658724613,17.275150482790913,17.376314557177206,16.00454686396273,21.0192882074418,19.800503466457265,20.1491457974229,19.682670911644486,14.579516361006629,17.705957654336878,16.866524593583215,16.160707237562033,19.573885385787463,17.773705129254914,20.79634527663359,17.429021901715853,20.802735182984716,15.566076082350484,17.500253527492422,19.815290336785765,18.67647659561181,20.116229805570487,19.276186679091296,17.58262294008706,14.825059023920497,15.275199613261627,16.05558205464524,18.666460638739043,18.535997420109037,16.188088011468952,18.834121825794533,21.707004461981228,17.615927459386622,18.453514693435597,20.121886152358844
1985-01-01,19.17903308908323,16.175744180494004,30.330338399342565,19.280106811523435,14.807252156666754,22.26152913411458,21.04478791058687,21.639155603702473,18.40008863737052,20.859848826227342,16.482159154689544,16.768135017885395,19.105040619398267,16.470821495797423,20.570336619834727,18.08476732102923,17.45258678031431,18.55467857600327,16.772871555847257,17.669926349999127,16.193913273604636,21.060578094163105,20.04583320971205,20.537632331791123,19.625604886680794,14.586803158701624,17.611011097085495,17.38329420332061,16.14777951318943,19.329910518720368,18.22623367834162,21.199370639498813,17.672185777056914,20.702482250082472,16.100181682227436,16.46450697369996,19.569296271034776,18.613094170403585,19.974926152478773,19.296095784505205,18.13089660644531,15.876917114257813,14.637897853423661,16.060093595906757,18.472149150489155,18.355013413137026,16.69028082284514,19.534736449465445,21.90974965185328,18.23092198575737,18.305213037328336,19.933812048303356
1986-01-01,19.54100696294448,16.4223600656846,29.988251071705537,19.12170723455092,15.47030580408433,22.93400212456199,21.045235325532804,22.672488689647004,19.490299175038057,21.73958661068187,17.114404481326833,17.512091506509222,19.362503505931187,16.480800009783575,20.90656168904024,17.87907766858269,16.421811696220846,18.65852170832017,16.58646601149615,18.26241556234921,16.658277560963352,21.812688418220073,21.074809903313135,20.95775058432186,19.467713592978082,15.265463246962607,17.733402415556068,17.76315299987793,16.107720636255607,19.206569341322954,19.295821289960077,22.620227661132816,17.595421211691463,21.681412682028377,16.50656099835564,15.994189764135024,19.99645226153206,18.686080722584443,19.367633132934568,19.205103908314427,18.715171893849092,16.328969468509452,14.643817828010112,16.15456929240507,19.033537447312295,18.35244902307847,17.643124610003305,19.02484175558651,23.468728782205023,17.36989793485754,19.028065884309655,19.695516296386717
1987-01-01,19.55474120659645,16.0269382399753,28.287054718581935,18.82825384148154,15.329338313790508,22.64967283072546,20.621688528481453,22.842962300936836,19.522435650452444,22.49735193548298,17.557093534510305,17.825444930661288,19.313056547292437,16.460664088112193,20.79178185410045,17.518393121016658,17.23756690772804,18.76424919681902,17.322604580223985,17.70580339933697,17.026737525039177,22.014494213033704,22.4685746042352,20.557298010097632,19.88606549063584,14.99487967522351,18.066294768375492,17.339775795210816,16.49928197999089,19.87448823801315,19.927301787678925,23.247072163523516,17.112038755674618,22.22959134488493,16.59636373897026,15.986253191105503,19.95850480015892,18.20904684704364,19.244917210108188,19.536273067903046,19.65408909240115,16.610752357276713,14.790117571248777,16.08705192424834,18.848517960918752,18.884374832869597,17.997824776922148,19.49906116642959,22.279788334766458,17.645549750077098,18.29736314494105,19.39677605055135
1988-01-01,19.479918963480717,15.988341236506963,27.896344442903928,19.487399110310033,14.729981922207218,22.40986000176156,19.44954732510288,23.073430899160872,19.745549572184583,22.691138545953358,17.26124073044263,18.123540435916603,20.62656810200591,16.43331234778887,20.787385121621547,17.34622112300334,17.370091101040728,18.440366640444157,16.87541283962004,17.099333933135608,17.62608541564522,22.38587868689182,23.225195139190298,20.6768064748505,19.786473295737682,14.552631474247685,18.109365295075257,16.811966359330793,16.17015743218986,19.91620876777973,20.548723122762876,23.597447556651343,16.764090471934882,22.551268638746887,16.77828473168309,15.785951134952496,19.62737615640271,17.229475921505273,19.835189046140233,19.59308678479188,19.83234872490944,17.06265173222629,14.707334641612274,16.546442570104194,18.261203181681484,18.99745777480723,18.24668969550741,19.958921272685988,22.086839271409357,17.297770390765653,18.336986421812703,18.519732873233743
1989-01-01,19.340819105431535,16.601229908124846,26.421059664151052,18.538192818399796,14.832937752000603,22.245739833515987,19.319211738576406,23.565146267022463,20.575253400163493,22.492329107176772,17.500400371376074,18.077811334236536,21.01091852055273,16.25835273652447,20.61312488691253,17.744798887556083,17.1423261119627,18.114784644950237,17.171410221696373,16.32184352759463,17.953683257535317,22.08348600249723,22.904380433011145,20.49654506447751,19.73889546257751,14.570153640566613,17.956928982828668,16.523311388614772,16.027208348999828,19.786722505947917,21.136708712483834,23.5561464102666,16.125468579967766,22.326794232282005,16.895570473790016,15.75329302673741,19.395602073719555,17.2315187776543,20.12997183399978,19.342329674218238,19.66353959473298,16.82215201379122,14.629738449918772,16.230887817703636,17.5195555008476,17.906444828068537,18.61855579471463,20.195565872894164,21.41148789755462,16.421558945363834,18.363528395864563,18.228421485289324
1990-01-01,19.232538062074134,16.056601562117574,26.76668984396414,18.118950437770447,15.291252095310913,21.384241516572196,19.457183190826193,24.05584720391675,20.05656700803522,21.627348504317446,16.989794602931887,17.775492898659,20.160902005532634,16.37786461163284,21.000120250730586,17.717116798649453,17.51080905923867,17.6249459376132,16.609107674046566,16.204338952162512,18.366400024108124,22.218615532973047,22.361664343812414,20.05616842169511,19.787437859633215,14.844882456079164,17.576373302488403,15.920625887227837,16.236537950558773,19.45007849977728,21.474941042945503,23.30095335460846,16.135658590751785,22.04040100250627,16.81192359369799,15.879780541517981,19.441884595063094,17.199786452291004,19.454997427039277,19.718445323666838,19.89471269191656,17.037575526034328,14.18016240934979,16.371791401339657,17.258090063109435,17.72547010455215,18.915187969924812,19.86367931471134,21.50408845064933,15.962066277907903,18.22388177245482,18.228952556026908
1991-01-01,19.275242038712967,15.833676199861136,25.98074985859327,19.02457273988366,15.019207099813077,21.2687864860341,19.575819966363508,24.250119701971304,20.70032346787735,21.972040144748544,16.92544611865116,18.0861444453432,21.1485834064968,16.250597760017143,20.853628931933475,17.71625615517779,17.14849993003467,17.93599581846447,16.61142271288649,16.133785734349612,18.44886255930816,22.28745050912325,22.22535014326656,20.403323750247978,19.70518722146714,15.244383019812886,17.05197582424768,15.724686681892736,16.201696789890274,19.531113015558873,21.340908253311106,23.287470835232543,16.431840050546256,21.900415529853028,16.877083609602906,15.410042961886312,19.461193842490033,16.88973662038524,19.426046617132002,19.473752732190427,20.368738998911258,16.89195409698671,14.874837909592397,16.385586416851076,17.218995172392212,17.15011310102285,18.71837095691907,20.00016993235504,21.710466556572115,16.21355310995893,18.363853846115237,17.719021062516532
1992-01-01,19.32646669495781,16.215909503001086,26.038996910239185,18.668615050405826,15.078196262503567,21.440094339622643,19.229245361472078,23.613027117747162,20.932861007834372,22.545724415329268,17.008935789432172,18.125513618037385,21.55412168394844,16.60666414152901,20.5816679684621,17.80293426801574,16.659313265602545,17.731352384315343,17.20637003412787,16.792621780251558,17.826641493743324,21.562256653983642,22.53704097891754,20.213947113325005,19.46013330927435,15.03953205036667,16.697977320833026,16.3487660487193,16.4416242462734,19.2823056980349,20.459917062723417,23.698245267328225,16.88490683789523,22.148218642900556,16.894588473697876,14.990584858588454,19.280959597893485,16.850714537062732,19.761611884495004,19.7787699933322,19.871760423768244,17.00115801685261,15.177735927509811,16.116369720315035,17.401445269314745,17.008423764570708,18.79461655094939,19.98081964024958,21.65064384244522,15.949637354005059,18.357245251637586,16.874296551470486
1993-01-01,19.435691365372595,16.48859985070618,25.682884839653813,19.029468293184514,15.045093926713983,21.19291169863439,19.424427025973866,23.480782355515956,20.288198735947173,22.3127203671156,17.21954642942229,18.25921809961387,21.174447754749078,16.748554324379448,20.264116019895344,17.59909455434362,16.581044817925598,17.869477514479872,17.065110388647152,16.9804189947587,17.389961210016004,22.290286772522766,22.778193990095012,20.189459148446492,19.360017429786392,15.082288616781817,17.496594547320015,16.286431232974774,16.21980208665784,19.386697353279633,19.91334571899836,23.73651966863177,16.86570625612459,22.20404723629442,17.072335257052824,14.97928803965192,19.566516130137913,17.11385229745037,20.032920690257747,19.7489193293634,19.866347479957433,17.231957750748432,14.911300383503058,16.470263527891028,17.62597299099517,17.21495903761395,18.689899937461792,19.534769642503953,22.512250436447044,16.516155092439114,18.798273193218904,17.11900866333991
1994-01-01,19.202166486860396,16.104925475936756,24.421510103242884,18.179478163160724,15.248594925682829,21.059317059903535,19.916558453671584,23.766831424472564,19.468774759790918,21.559277911486934,17.22037555522747,17.976790719934414,21.008876231425504,16.844200383091835,20.11619023915881,17.703583556853975,17.475919149587824,17.458775445749094,16.808348810694238,16.436815374907074,17.37551675126359,22.14694991034429,22.232818492855024,20.131259503063838,19.47826051454285,15.70480505316107,17.67114957723532,16.145080599054562,16.355891801988758,18.91153242506423,20.62414003320642,24.100597864099452,17.382514736416102,21.538971115662196,17.485104777705562,14.902848331348318,19.30798562402124,16.6867739991884,19.956230534733955,19.597867646088464,19.594117112030855,17.029540267119536,15.356862687119495,16.852853634808515,17.124580093246323,17.073352762170742,19.251917458611572,19.480617400160778,21.599884310885567,16.415797782416817,18.82812981064255,16.302519157340935
1995-01-01,19.129953270839778,15.962779998947157,24.441114521425263,17.815376642644733,15.691203637453587,20.961029430091443,20.199872989129975,24.393835427732217,19.7599803431881,22.330787823533363,17.510604113084646,18.062391319149,19.906464872622518,17.190188865199996,20.559195740619,17.873275603072997,17.07132808001259,16.825107278855327,17.4876194200841,16.5375454574266,17.308975510466087,22.825266261001108,22.180610057465714,20.45456799061256,20.05979889151024,15.614267989726217,18.044321597931273,16.628083548467146,16.62766798432773,18.77610743221539,20.306887561558863,23.793345685398634,16.992072870067766,21.759364150648462,17.50755347122847,15.183467437777711,18.96719909063659,16.889072319341306,19.775021964598785,19.449826411718316,20.419573142678033,17.182870310834797,15.765519979579746,17.04016567318353,17.187417144607526,17.465212330498186,18.9514667896233,19.533032335338024,20.384251288654276,17.38239672099534,18.889009943963135,17.289660341034104
1996-01-01,19.02586238227345,16.023448841548813,24.63431273301954,17.60912896617305,15.23236857096354,20.88181099158774,20.169574980740904,23.890079095805707,20.39876568596974,22.262876457386128,17.65671946174973,18.611713819432236,19.709733227303566,16.99553227824286,20.20512192508412,18.148416729075606,17.640419738049932,17.539885178021166,17.60247420888494,16.085810906020775,17.739944108674766,22.574917382734018,22.43385901807845,20.83168700059767,20.096413080965743,15.42155012124604,18.531880334197886,16.39705441850047,16.694510310950896,19.15839135990775,20.244606162313463,22.903905274615038,17.062039848564776,21.30899154679443,17.781696797623386,15.664112412758321,19.126605511795137,16.401058168401033,18.760288386861095,19.687573378257312,19.14833517289238,17.331332655862727,16.08475251388959,17.186917570222484,17.28962610177289,17.92375921938325,18.78737753521591,18.64664731989591,20.548656843866183,17.052686166385104,19.163438242496287,16.93063215478568
1997-01-01,19.233410283315845,16.87608257089557,24.72534511506117,17.60382623310229,15.343320543063028,20.524212021402423,20.36774404391662,23.319530780548046,20.051588132203815,22.830581274362817,17.68514806437217,19.447918879858218,19.736736329149686,17.172818426110187,20.68299808850443,18.52933799783682,17.697275276624392,18.040433728117016,17.842663182261607,16.79972823408193,18.154181588364047,22.637229940248318,22.412922832092725,20.37094480308382,20.577018404437258,16.003807633711183,19.253906311483483,16.21682112318521,16.936625366851388,18.69044620349802,20.34312863521033,22.948571449431917,17.508808224208707,21.232455835012207,18.179800087767653,15.841255281814624,19.472116688971493,16.560671036391042,19.228028958972065,20.021955804014276,19.850284395007765,17.94417862755054,15.797724468475375,17.598844846583365,17.745977637179873,18.14784806434656,18.289124896759002,20.239659714593703,21.983157910950442,17.537457846034112,19.643820489521175,17.56311871971939
1998-01-01,19.985115755132497,17.954931334185545,24.38985797889976,18.159389322411215,15.768416930646875,21.265823386371977,21.668429778357712,24.050807069261143,21.136702178260048,23.763216710692873,18.02405171080406,19.13718070146707,20.16036298984817,17.938516400892052,21.532930597972683,19.837548709340222,18.005141896628956,18.034819450299445,18.063338543435812,17.87267292283337,18.3058617500637,23.261384224269694,23.032210000869387,21.298520540667894,21.966456198998383,17.569738213517404,19.466538448610184,16.67212255126448,17.682607296771884,18.841771405774896,20.98505039001844,23.90742634901595,18.018599556553678,21.8797977588093,18.4669818405878,16.18186626805529,20.25099563630225,17.73754515780178,19.368746638643557,20.351208292011382,21.127417414252573,18.553397789870218,16.082248992604004,17.7942883743065,18.171049753508957,18.575694074610986,18.339080662697732,21.466076247568715,22.719442254297494,17.357433533599416,20.027268608519748,17.986597919345634
1999-01-01,20.472174344633434,18.731055061386733,23.610316225868214,18.987763019430204,16.90138658380412,21.617329223509,22.460788290708575,25.91644548706304,21.243668391786784,23.740332535749502,18.3066937794405,19.59244270123526,20.92076590207238,17.918889067303585,21.52490235922545,19.896117831649928,18.74246439842859,18.481793214747682,18.61009895061626,17.496455217404016,19.158529679799408,24.08550649399205,23.002526648716803,21.48660249102673,23.1394836976707,17.583159161735978,20.29682984760279,16.885315946072158,17.913943435637986,19.418184248670848,21.863663756581413,24.222026318285092,18.497668450841072,22.090666549713582,19.310991268506147,16.979414452481222,20.803141065369257,17.945943287816537,20.585666666088933,20.55042811271867,21.090490510333144,19.371258774577477,17.343048130368125,17.92691261214127,18.593233279214676,19.063058099030965,19.752304722165007,21.45374687953123,23.057009766986855,17.16902556320717,20.23511680123287,17.86492528826422
2000-01-01,20.558439289766216,18.017913908116967,24.31259105308385,19.497919553868936,16.97972088084501,21.767582053988566,22.792949073342726,24.944295130112607,21.67436335425283,25.080532346239295,18.54336325671627,19.30642195817538,19.85643141024722,18.125631281235627,21.715358953139383,19.999918256572673,19.93105537923179,19.256023755241852,18.969757806516164,18.156322425991874,18.605022551891853,23.10826767865349,23.409794832715832,21.789741202560144,23.663395832734945,17.42890522855869,20.889865118886927,16.78429022216797,17.612532393511604,19.35805810965743,21.749921785242403,24.164104407815397,17.94359244731827,21.895660941329663,19.32339685477463,16.866873848111023,21.08781237433936,17.67303963994047,20.453905427222143,20.53045486928903,22.05381082512351,20.088124634387437,17.740241396436502,19.294436229032627,18.560341284060005,19.55082802686504,19.392596156699977,22.212868363922727,22.601555966246377,18.09783170513077,20.28336412197935,17.83302172672048
2001-01-01,21.003077279636788,19.25669917603124,24.990513583043406,20.50968412053666,17.060256283870704,22.276033158416602,23.05060434050666,26.192826208624844,22.753044914618666,24.88401322362062,19.13603485429276,20.68999340960758,20.280987502013065,18.326566028101198,22.117197399633167,20.7663414503264,20.052299622108702,19.890857841221056,19.99807680856004,18.288534791677577,19.527449283471835,24.32423156211614,24.024828989206327,22.131911831176396,23.644325842413895,17.68877190594476,21.21532009867214,16.879512232545473,18.429107282717183,20.01393000338474,22.449393522970293,25.05618877173156,17.951717278251017,22.73643439405374,19.529870455075336,16.697134569703902,20.89518977603199,18.3065211663836,21.843457918980903,21.45727505238607,21.65945276803504,20.434774507575618,17.99527093933049,19.167683900739846,19.053972522007772,19.812062731968737,20.28329226500236,23.05576682334891,22.277250505485796,18.400755183365302,20.86178464982789,19.218110709112647
2002-01-01,21.343701466069067,20.01214141903502,25.35354363817157,20.675674914735737,17.39626783544367,22.528708002495037,23.18780123681731,26.271595209295114,23.7105359846173,26.203931497516052,19.71198875889635,21.329920338717372,21.483310957243962,18.78697565425528,22.825458835255013,20.921084721305167,19.84771295836478,19.576753189780476,19.71094742688265,19.15105195016573,20.34650160587196,24.74455234007401,24.765830629522146,22.61725770083341,23.468525611415053,18.791522134145104,21.3579884228562,17.95786230434073,19.035285931789527,20.441529688401673,22.75813009608876,25.600680661056984,18.629324325214725,23.05017417618722,19.963581163233005,17.651393800793258,20.982830310590348,18.619525573036874,21.816454860224876,21.477593112714356,22.397092556808936,20.710311725500866,17.941985093897046,19.319622302777844,19.20712127512153,19.50505468657524,20.31743484092481,23.026774225523972,23.316933147546,18.57679643630981,21.3791182205894,19.588621060920506
2003-01-01,21.52854754332929,20.45773466885199,25.095480655252604,21.36367154264716,17.84940905003025,23.1890822605565,23.930348704944947,26.571828693680043,22.761692049666987,26.335548550352748,19.889365639766204,21.55010858199595,21.847660567756048,18.293893336365088,22.731470603588985,21.16125591893805,20.276270652303907,20.047969710822453,19.484778473523225,18.824306786135534,19.67257884972171,25.511267783991247,25.700768458661873,22.552217265113157,24.31112700227017,18.51657022791139,21.266230326070417,17.936635577426536,19.184425015989174,19.942009104656176,23.70515885729955,26.37945680975692,18.101247809981615,23.036654399808132,19.825947178998113,17.687114323490388,20.77910694072774,19.2179440573726,21.36840048427264,21.4798962096602,22.151064885693266,19.828192540665952,18.084187554127645,19.975756736854457,19.133629594282663,19.429179188687645,21.34863089651699,23.138914167584648,23.545708432454134,19.212195652552996,21.521556947386106,19.542546470514715
2004-01-01,21.60127159871235,19.727378816216227,24.14258016318756,20.76587909294576,17.714008537188917,23.637749842578994,23.40524991990861,26.463130421357988,23.338569337042212,27.658293152131662,20.304958186222958,21.6768388600069,21.16095412144724,18.430668882896473,22.676734829587616,20.925474633126225,20.195677984591523,20.469173440924603,19.481331560091736,19.523646040282117,19.642017141212715,24.972515179250035,25.189069196744214,23.339612717848564,24.189330547073855,19.12187898523667,21.3684454163426,17.633709095398242,18.99873783384299,20.284882287211,23.92347669616976,25.232269617417273,19.080994894036344,22.9707685718105,19.8607885686952,18.315296974976143,20.589616492638243,18.50741474907647,21.335333217707163,21.64617026764882,22.029576590007228,20.07833274433946,18.14641089032893,19.693784603343307,19.250975234087793,19.141007713628568,21.194252418759728,23.420106024970817,23.41633293600643,18.925477690407604,21.090668185272904,18.998224271334134
2005-01-01,21.47931588393507,20.37918473833367,24.800316482584225,21.222480992138543,17.537303900001564,23.018499011842422,23.675924559151163,25.755722669133394,23.291557159289628,27.66984097899317,20.247370486297203,21.380996622506625,22.12101002876864,18.767295986366786,22.35878552224622,21.176239947719083,20.029882444249193,20.09437699907583,19.791382979876985,18.55250939200611,19.72854513820892,25.523263590065348,24.397715115375252,22.343569670369373,23.37346545807394,18.409626688156187,20.59825752358953,17.93273752821467,19.19248638062489,20.840447115533273,23.80552330694811,25.277386094011952,19.697045821673846,22.648383768663788,19.279256863958917,18.72068795371076,21.0016712150473,18.760657489813514,21.44686200010222,21.388964749271658,22.323813450795676,19.12000737414198,18.278040457988048,19.04746254148459,19.02261143452048,19.189828700029555,21.389704635472487,22.986787764281683,24.134059988271794,18.79961453158497,21.664866997040242,19.610523897974556
2006-01-01,21.582913200704446,19.72188721276962,24.597633004473824,21.027750743898572,18.955309069511223,22.971113204564812,23.009836212419035,25.481652568067226,22.618906249478325,28.4993449936565,20.98423525192391,21.323690945617138,21.737811941815238,19.26440288680638,22.313958170051254,20.67789928938386,19.746968958145537,19.80347771538627,19.42309209318243,19.397641200921495,20.157062545906797,25.338648976904732,25.01104663972773,22.353863676152688,22.97882480353983,18.3176642894256,20.58446003605771,18.263182769514565,19.06914977244841,20.904591527172627,23.997678792317714,26.236982705662378,19.496518888555016,23.07645903706346,19.824957264957266,18.608629253159243,21.367229750934836,19.12893718178253,21.3728837483724,21.494129053360346,22.33831475673577,19.655386868468725,18.359401087051786,18.92705579969618,19.0783680388622,19.360073170197296,21.89390762407352,22.666897846450162,24.11529654113249,19.854351808205628,21.30418592247597,20.672481666499735
2007-01-01,21.645307185363777,19.18670820159912,24.951596665445972,21.501979348246255,18.155151279703777,23.440670596822088,24.05099813639323,26.237674253336593,23.232688154093406,27.987105292765275,21.004657756042466,21.49480005544027,21.815114679972336,20.1780840693156,21.84869634653726,20.975653237915036,20.096791895039875,20.400896838887533,19.550152748107926,19.48806935119629,20.354759393310538,26.23429339497886,25.44611120605469,21.825706432088218,23.084294462585436,18.313918177795408,20.55368589019776,18.90295172068279,19.31328853200277,21.208899976603174,23.818492800394726,26.235820663452166,20.667339934285472,23.244439051310216,19.713611223347993,18.773520596313485,20.88143183898927,19.292840110270173,21.278690457661934,21.490091070048003,21.837139157613112,19.39319597473145,18.545027472432466,19.294584039306645,19.342948686726896,20.731334967040993,21.858133333333342,22.936006495666497,24.85331382344566,20.165678145345073,21.59240586090086,21.039293452962266
